EKG Spektrogramı Yükle,Model Isı Haritası (Olasılık),Final Segmentasyon Maskesi,timestamp
.gradio\flagged\EKG Spektrogramı Yükle\a4f279a1de2d7062c0fb\Hasta_100_Seg_0_1.png,.gradio\flagged\Model Isı Haritası Olasılık\ab57718f0083f826aad4\image.webp,.gradio\flagged\Final Segmentasyon Maskesi\2d5dbbdc79213dff0347\image.webp,2026-02-23 21:21:46.584643
